text,clean_text,spam
"Subject: my new email address  hello -  please note that i have a new email address :  alamonsoff @ riskwaters . com  ?  also , if you have not already submitted a copy of your presentation for the  financial mathematics training course , please let me know the status asap  and if you are planning either to bring copies with you to the course or if  you will be submitting a copy to me . if you plan on bringing copies , please  note to bring 40 copies .  ?  ?  regards ,  amy lamonsoff  training course coordinator",email address hello please note email address alamonsoff riskwaters com already submitted copy presentation financial mathematics training course please let know status asap planning either bring copies course submitting copy plan bringing copies please note bring copies regards amy lamonsoff training course coordinator,0
"Subject: re : lsu seminar visit  dear vince ,  would you mind emailing to me a short biography / vita sometime when you get  a chance ? also , if you have a paper to circulate or any powerpoint slides  that you ' ll want to use either in your presentations to my students  thursday afternoon , 2 / 3 , or to the faculty seminar on friday morning , 2 / 4 ,  please email these to me . this would be greatly appreciated .  my colleagues and i are looking forward to your visit on feb . 3 - 4 to lsu .  sincerely ,  jim garven  james r . garven  william h . wright , jr . endowed chair for financial services  department of finance  2158 ceba  e . j . ourso college of business administration  louisiana state university  baton rouge , la 70803 - 6308  voice ( 225 ) 388 - 0477 | fax : ( 800 ) 859 - 6361  e - mail : jgarven @ lsu . edu  home page : http : / / garven . lsu . edu  vita : http : / / garven . lsu . edu / dossier . html  research paper archive : http : / / garven . lsu . edu / research . html  - attl . htm",lsu seminar visit dear vince mind emailing short biography vita sometime get chance paper circulate powerpoint slides want use either presentations students thursday afternoon faculty seminar friday morning please email greatly appreciated colleagues looking forward visit feb lsu sincerely jim garven james garven william wright endowed chair financial services department finance 2158 ceba ourso college business administration louisiana state university baton rouge 70803 6308 voice 225 388 0477 fax 800 859 6361 mail jgarven lsu edu home page http garven lsu edu vita http garven lsu edu dossier html research paper archive http garven lsu edu research html attl htm,0
"Subject: unique logos / customer recognition ( 74436558 )  140  our art team creates a custom logo for you , based on your needs . years of experience have taught us how to create a logo that makes a statement that is unique to you .  in a pr ofessional manner we learn about your image and how you would like the world to perceive you and your company . with this information we then create a logo that is not only unique but reflects the purpose of you and your company .  for value and a logo that reflects your image , take a few minutes and visit try logos !  http : / / bootstrapped . biz . fresh - cds . biz  sincerely ,  logo design team  assume demonstrate alibi",unique logos customer recognition 74436558 140 art team creates custom logo based needs years experience taught create logo makes statement unique ofessional manner learn image like world perceive company information create logo unique reflects purpose company value logo reflects image take few minutes visit try logos http bootstrapped biz fresh cds biz sincerely logo design team assume demonstrate alibi,1
"Subject: interview schedule for jinbaek kim  please find the interview packet for the above - referenced candidate . the  interview will occur on friday january 19 , 2001 . please print all documents  for your reference . if you have any questions , or conflicts of schedule ,  please do not hesitate to contact me .  shawn grady  58701",interview schedule jinbaek kim please find interview packet above referenced candidate interview occur friday january 2001 please print documents reference questions conflicts schedule please hesitate contact shawn grady 58701,0
"Subject: var for enroncredit . com  rick and ted ,  it looks more like foxes building chicken houses as opposed to foxes guarding  chicken houses .  i shall send a message to bryan saying that the research has to look under  the hood and examine the mechanics  of the model in order to sign off on it . a dog and pony show is not  sufficient . in any case , the decision to approve  the model should not be left to ben and kirstee .  please , let me know what your thinking is .  vince  - - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 11 / 10 / 2000  01 : 31 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -  bryan seyfried  11 / 10 / 2000 03 : 20 am  to : vince j kaminski / hou / ect @ ect , steven leppard / lon / ect @ ect  cc : ted murphy / hou / ect @ ect  subject : var for enroncredit . com  vince / steve - - we are going to the board in december to ask for formal  limits . as you know one of the key limits at the board level is value at  risk . to that end , it is imperative that you are comfortable with our  approach for calculating var . we have implemented a third party risk system  which holds all of our positions and are in the process of putting the debt  positions in . the system has a var engine which is being demo ' d by the  vendor today . ben and kirstee are attending the demo and if they find the  technology acceptable , i propose moving forward with implemantion of the  module . pls . let me know if this sounds reasonable and how you would  envision implementing .  thanks",var enroncredit com rick ted looks like foxes building chicken houses opposed foxes guarding chicken houses shall send message bryan saying research look under hood examine mechanics model order sign off dog pony show sufficient case decision approve model should left ben kirstee please let know thinking vince forwarded vince kaminski hou ect 2000 bryan seyfried 2000 vince kaminski hou ect ect steven leppard lon ect ect ted murphy hou ect ect var enroncredit com vince steve going board december ask formal limits know key limits board level value risk end imperative comfortable approach calculating var implemented third party risk system holds positions process putting debt positions system var engine being demo vendor today ben kirstee attending demo find technology acceptable propose moving forward implemantion module pls let know sounds reasonable envision implementing thanks,0
"Subject: gpcm modeler news : august 31 , 2000  new gpcm pipeline schematics available on the web  you can now view gpcm pipeline schematics on the web by going to the gpcm  website , clicking "" gpcm pipelines "" and then clicking the code for the  pipeline you want . you can also go to that pipeline ' s website by clicking  it ' s url . finally , by "" right - clicking "" the code you can copy the pipeline  schematic ( a powerpoint file ) down to your local computer and use it there .  once you copy it down , if you put it into your gpcm 8 \ maps sub - folder , you  can view it directly from your user interface in the data / pipelines form  ( click the has map box on ) . if you are a gpcm licensee and would like a  zip file of the current set of maps , you can pick it up from the customer  support area of the gpcm website ( http : / / gpcm . rbac . com ) .  from http : / / www . enerfax . com :  natural gas markets in mexico  natural gas demand in mexico in the coming years could grow by up to 8 %  annually . such demand could lead to natural gas imports approaching 2 bcf  per day , according to government forecasts . in response , pemex proposes two  actions : the first consists of measures to increase cross - border pipeline  infrastructure and capacity such as a new pipeline being built by coral  energy into pemex ' s supply hub at reynosa . the possibility of a new  pipeline to monterrey is still an option . a second measure is to implement  a gas - centric exploration and production program focused on five areas , two  of which are dry natural gas basins , burgos and macuspana . this second  measure is intended to reduce projected imports by up to 80 % . at present ,  pemex ' s 10 - year strategic plan does not contemplate a role for private  production companies in capacities other than that of technical assistance .  storage report  week prev  ending prev prev year  | region | 8 / 25 / 00 | week | diff | % full | year | % full  | prod | 529 | 517 | 12 | 55 % | 749 | 78 %  | east | 1254 | 1209 | 45 | 68 % | 1382 | 75 %  | west | 361 | 366 | - 5 | 71 % | 390 | 77 %  | | | | | | |  | total | 2144 | 2092 | 52 | 65 % | 2521 | 76 %",gpcm modeler news august 2000 gpcm pipeline schematics available web now view gpcm pipeline schematics web going gpcm website clicking gpcm pipelines clicking code pipeline want pipeline website clicking url finally right clicking code copy pipeline schematic powerpoint file down local computer use once copy down put gpcm maps sub folder view directly user interface data pipelines form click map box gpcm licensee like zip file current set maps pick customer support area gpcm website http gpcm rbac com http www enerfax com natural gas markets mexico natural gas demand mexico coming years grow annually such demand lead natural gas imports approaching bcf per day according government forecasts response pemex proposes two actions first consists measures increase cross border pipeline infrastructure capacity such pipeline being built coral energy pemex supply hub reynosa possibility pipeline monterrey still option second measure implement gas centric exploration production program focused five areas two dry natural gas basins burgos macuspana second measure intended reduce projected imports present pemex year strategic plan does contemplate role private production companies capacities technical assistance storage report week prev ending prev prev year region week diff full year full prod 529 517 749 east 1254 1209 1382 west 361 366 390 total 2144 2092 2521,0
"Subject: option visualization  vince and stinson ,  i did some reserach on the option visualization . here is one of the findings .  check this web site , the image looks impressive : http : / / home . online . no / ~ espehaug / virtualworld / virtualoptionworld . html  this is done through a free software livegraphics 3 d and mathematica .  take a look of the demo on the web site mentioned above to see if it is good enough for our purpose .  zimin  ps :  - - - - - - - - - - - - - -  what is livegraphics 3 d ?  livegraphics 3 d is a non - commercial java 1 . 1 applet to display and  rotate three - dimensional graphics produced by mathematica in  html pages . it may be used without charge for any  non - commercial purposes . mathematica is a program for symbolic  and numeric mathematics by wolfram research , inc . . wolfram  research is also responsible for licensing livegraphics 3 d for  commercial purposes .  livegraphics 3 d enables all mathematica users to put almost any  three - dimensional graphics computed by mathematica directly onto  a html page , such that everyone with a web browser supporting  java 1 . 1 ( e . g . communicator 4 . 0 or internet explorer 4 . 0 or higher )  can view and interactively rotate the graphics without any additional  software .  additionally livegraphics 3 d is able to show animations , calculate  stereo graphics , integrate hyperlinks , and display bitmap  backgrounds . ",option visualization vince stinson some reserach option visualization here findings check web site image looks impressive http home online espehaug virtualworld virtualoptionworld html done through free software livegraphics mathematica take look demo web site mentioned above see good enough purpose zimin livegraphics livegraphics non commercial java applet display rotate three dimensional graphics produced mathematica html pages may used without charge non commercial purposes mathematica program symbolic numeric mathematics wolfram research inc wolfram research responsible licensing livegraphics commercial purposes livegraphics enables mathematica users put almost three dimensional graphics computed mathematica directly onto html page such everyone web browser supporting java communicator internet explorer higher view interactively rotate graphics without additional software additionally livegraphics able show animations calculate stereo graphics integrate hyperlinks display bitmap backgrounds,0
"Subject: cera conference call - tuesday , january 25 , 2000  kari :  please enroll vince kaminski , enron corp . for the conference call to be  held on tuesday , january 25 at 4 : 00 pm eastern time .  information requested :  name : vince kaminski  company : enron corp .  telephone # : 713 - 853 - 3848  he will call in 10 - 15 minutes prior to the conference call .  please confirm his registration .  thanks and have a great day !  shirley crenshaw  713 - 853 - 5290",cera conference call tuesday january 2000 kari please enroll vince kaminski enron corp conference call held tuesday january eastern information requested name vince kaminski company enron corp telephone 713 853 3848 call minutes prior conference call please confirm his registration thanks great day shirley crenshaw 713 853 5290,0
"Subject: re : completion of ibuyit request for wincenty ( vince ) kaminski :  eva : remedy 412144  vince ,  you have been approved for the technical view within ibuyit . changes will take effect on next login .  thank you ,  sap security ( eva -  from : raul davila / enron @ enronxgate on 04 / 19 / 2001 06 : 02 pm  to : sap security @ enron  cc :  subject : re : pending approval for ibuyit request for wincenty ( vince ) kaminski : eva : remedy 412144  approved  - - - - - original message - - - - -  from : tow , eva on behalf of sap security  sent : thursday , april 19 , 2001 5 : 39 pm  to : davila , raul  cc : vkamins @ enron . com ; crenshaw , shirley  subject : re : pending approval for ibuyit request for wincenty ( vince ) kaminski : eva : remedy 412144  raul ,  raul ,  vince kaminiski is requesting acces to the technical view for catalog along with the ibuyit approval role . this is pending your approval . please send your response to sap security .  thanks !  shirley crenshaw @ ect  04 / 19 / 2001 03 : 01 pm  to : sapsecurity @ enron . com  cc : vince j kaminski / hou / ect @ ect  subject : ibuyit form  attached please find the completed form for vince kaminski , managing  director , research group .  he will be approving all purchases for cost center 107043 .  >  - - - - - - - - - - - - - - - - - - - - - - forwarded by shirley crenshaw / hou / ect on 04 / 19 / 2001 02 : 58 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -  from : debbie skinner / enron @ enronxgate on 04 / 19 / 2001 02 : 52 pm  to : shirley crenshaw / houston / eott @ eott , shirley crenshaw / hou / ect @ ect  cc :  subject : ibuyit form  hi shirley  there were two shirleys , so sending to both  >  isc help desk ",completion ibuyit request wincenty vince kaminski eva remedy 412144 vince approved technical view within ibuyit changes take effect next login thank sap security eva raul davila enron enronxgate 2001 sap security enron pending approval ibuyit request wincenty vince kaminski eva remedy 412144 approved original message tow eva behalf sap security sent thursday april 2001 davila raul vkamins enron com crenshaw shirley pending approval ibuyit request wincenty vince kaminski eva remedy 412144 raul raul vince kaminiski requesting acces technical view catalog along ibuyit approval role pending approval please send response sap security thanks shirley crenshaw ect 2001 sapsecurity enron com vince kaminski hou ect ect ibuyit form attached please find completed form vince kaminski managing director research group approving purchases cost center 107043 forwarded shirley crenshaw hou ect 2001 debbie skinner enron enronxgate 2001 shirley crenshaw houston eott eott shirley crenshaw hou ect ect ibuyit form shirley two shirleys sending both isc help desk,0
"Subject: re : confirm participation at real options conference at cambridge  u . - urgent  i ' d love to . it ' d be good to get to know lenos .  cheers ,  steve  vince j kaminski  04 / 20 / 2000 02 : 09 pm  to : steven leppard / lon / ect @ ect  cc : vince j kaminski / hou / ect @ ect  subject : re : confirm participation at real options conference at cambridge  u . - urgent  steve ,  are you interested in speaking at this conference ?  vince  - - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 04 / 20 / 2000  08 : 10 am - - - - - - - - - - - - - - - - - - - - - - - - - - -  lenos trigeorgis on 04 / 19 / 2000 05 : 32 : 27 pm  to : "" vince j kaminski ""  cc :  subject : re : confirm participation at real options conference at cambridge  u . - urgent  vince  can you please check with steve leppard and ask him to confirm , and send to  me his position and title of his talk ( if different from yours ) ?  thanks very much again  lenos  at 05 : 14 _ _ 04 / 19 / 00 - 0500 , you wrote :  >  >  > lenos ,  >  > my busy schedule does not allow me to attend .  >  > i would like , however , to recommend my colleague who works  > in london , steve leppard .  > he can make a very interesting and original presentation on real options .  > please , let me know what you think .  >  > vince  >  >  >  >  >  >  > lenos trigeorgis on 04 / 18 / 2000 09 : 29 : 18 pm  >  > to : lenos . trigeorgis @ rogroup . com  > cc : ( bcc : vince j kaminski / hou / ect )  > subject : confirm participation at real options conference at cambridge  > u . - urgent  >  >  >  > the attached file contains the tentative program for two back - to - back real  > options conferences ( a professional one for july 5 - 6 , and the standard  > annual academic one for july 7 - 8 ) at cambridge u .  >  > your name has been provisionally included on the program . please check all  > the information relating to you and confirm your participation as listed  > ( or advice us of desired changes immediately ) .  >  > thank you .  >  > lenos  >  >  >  > attachment converted : "" c : \ drive _ e \ eudora \ attach \ 4 thconfsessionsl 2 . doc ""  >  >  > lenos trigeorgis  > professor of finance  > university of cyprus  > dept of business  > 75 kallipoleos , po box 20537  > cy 1678 nicosia cyprus  >  > tel : + 357 2 892261  > fax : 339063  >  >  >  lenos trigeorgis  professor of finance  university of cyprus  dept of business  75 kallipoleos , po box 20537  cy 1678 nicosia cyprus  tel : + 357 2 892261  fax : 339063",confirm participation real options conference cambridge urgent love good get know lenos cheers steve vince kaminski 2000 steven leppard lon ect ect vince kaminski hou ect ect confirm participation real options conference cambridge urgent steve interested speaking conference vince forwarded vince kaminski hou ect 2000 lenos trigeorgis 2000 vince kaminski confirm participation real options conference cambridge urgent vince please check steve leppard ask him confirm send his position title his talk different yours thanks much again lenos 0500 wrote lenos busy schedule does allow attend like however recommend colleague works london steve leppard make interesting original presentation real options please let know think vince lenos trigeorgis 2000 lenos trigeorgis rogroup com bcc vince kaminski hou ect confirm participation real options conference cambridge urgent attached file contains tentative program two back back real options conferences professional july standard annual academic july cambridge name provisionally included program please check information relating confirm participation listed advice desired changes immediately thank lenos attachment converted drive eudora attach thconfsessionsl doc lenos trigeorgis professor finance university cyprus dept business kallipoleos box 20537 1678 nicosia cyprus tel 357 892261 fax 339063 lenos trigeorgis professor finance university cyprus dept business kallipoleos box 20537 1678 nicosia cyprus tel 357 892261 fax 339063,0
"Subject: re : december 6 th meeting  theresa ,  thanks . i appreciate it .  happy thanksgiving and please give my regards and best  wishes to howard .  vince  "" convery , theresa "" on 11 / 22 / 2000 09 : 39 : 53 am  to : "" vince kaminski ( e - mail ) ""  cc : "" kunreuther , howard ""  subject : december 6 th meeting  dear mr . kaminski :  this is to confirm the december 6 th meeting here at our center .  the location for the meeting is room # 3212 steinberg hall - dietrich hall and  the time will run from 9 : 00 am - 11 : 00 am .  please let us know if you need anything further .  we look forward to seeing you then .  regards ,  theresa convery  ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~  theresa convery  administrative assistant  risk and decision processes center  the wharton school of the university of pennsylvania  ( 215 ) 898 - 5688 / fax : ( 215 ) 573 - 2130  tconvery @ wharton . upenn . edu",december meeting theresa thanks appreciate happy thanksgiving please give regards best wishes howard vince convery theresa 2000 vince kaminski mail kunreuther howard december meeting dear kaminski confirm december meeting here center location meeting room 3212 steinberg hall dietrich hall run please let know need anything further look forward seeing regards theresa convery theresa convery administrative assistant risk decision processes center wharton school university pennsylvania 215 898 5688 fax 215 573 2130 tconvery wharton upenn edu,0
